feature,avg_mae
X10_23348705,0.014627195702249376
X15_7623744,0.014582689606782185
X17_48086237,0.014500034760850872
X17_48100586,0.014468408458558004
X6_150797426,0.014408922111048874
X2_141844977,0.014240076125499
X4_11068452,0.014171256529056674
X16_71816589,0.014161917783419305
X1_254207127,0.0141126167074117
X16_55618640,0.014105753645066077
X18_3285186,0.014098834440202459
X1_257864875,0.014082617881334199
X10_23419597,0.014082399803400047
X15_130676690,0.014053879798397896
X15_42771198,0.014041642603151744
X10_41965217,0.01402918051264505
X10_23455377,0.014024380900498632
X16_68311756,0.014021616187782004
X12_8168038,0.014005770455345972
X5_68563062,0.014005579538092469
X8_31811498,0.014001647313255275
X16_55916642,0.01399997802521246
X10_23159646,0.013981874825809959
X1_258782345,0.013959482610659164
X1_105997010,0.01395598404281071
X5_43979571,0.01395522361527793
X5_45708833,0.013952242499734452
X1_79474188,0.013947288578315231
X2_134274162,0.013934552066687415
X8_16895594,0.013926316382848894
X16_72262726,0.013914023652871473
X4_2320368,0.013901133389039503
X2_126506354,0.013900396447615211
X17_47829825,0.013900149586959338
X9_94823203,0.013890564284541409
X7_28425860,0.013874025509429724
X15_55614688,0.013870610885836899
X11_2927403,0.01386664344903197
X15_22134389,0.013860846727580778
X17_49174047,0.013845455183910609
X15_112303384,0.013835064458558071
X17_48380503,0.013832187490932896
X17_34780416,0.013817451659838382
X10_23758774,0.013812217144893908
X5_37914858,0.013809480672821891
X16_72340090,0.0138018530664661
X17_49581659,0.013786511649579744
X2_92958395,0.013777367572314873
X15_94693486,0.013773424327987626
X1_190959024,0.013765296261274493
X12_23236370,0.013764568820035855
X7_31090799,0.013762675254236582
X10_6721155,0.013761173960259485
X13_132785255,0.013761167426578944
X9_123877358,0.013757473424925953
X16_45544013,0.013752912646857204
X15_44497429,0.013743620033517054
X15_80946350,0.013736693000215511
X5_45613387,0.01373385631637144
X11_2203327,0.013733169423161152
X15_127549858,0.013732270800453271
X8_85091612,0.013731046596332055
X10_24049096,0.013727356587323289
X7_31357292,0.013723577305584258
X6_148883803,0.013716729026274268
X3_9686831,0.013712500634229572
X1_250306324,0.013709541974392834
X12_44074639,0.013703906890948657
X5_69173071,0.013703751326510421
X1_17050579,0.013700672221545043
X7_20441466,0.013696980295181299
X12_7837633,0.013695597874179071
X14_77702311,0.013695285699403675
X14_57666467,0.013694382896567863
X6_152351076,0.013693197508219544
X14_58204009,0.013692780054265812
X17_49955591,0.013685951417973569
X14_125264549,0.01368369073542685
X10_59044884,0.013679328738559406
X14_114854426,0.013678063027389144
X6_158615228,0.01366999278913848
X15_88361297,0.013667786848942454
X2_40461265,0.01366338324478182
X10_38556278,0.013662450539849033
X7_30836384,0.013656605936866848
X10_55053468,0.013652098834478503
X1_254874862,0.01364293115265445
X17_49033251,0.013638289085265388
X10_6183076,0.013638231449452337
X16_72889488,0.013637992897250465
X8_30627595,0.01363646473302988
X12_27967661,0.013635347977876702
X10_23528382,0.013633967055913195
X12_43399824,0.01363373714335038
X1_27703116,0.013633183689261957
X14_76384509,0.013632627827579343
X8_32779044,0.013631165211959333
X2_40084034,0.013629415508725451
X18_3669384,0.01362782597895828
X17_47715175,0.013626730940883841
X6_157533345,0.013624715690757315
X8_39642693,0.013623396242387405
X15_127381329,0.013621515064600777
X1_109416025,0.013620625539620736
X1_185532805,0.013614646575848304
X1_97618158,0.013609698299566925
X7_59322407,0.013608209320017809
X1_110012906,0.013606112116611396
X12_33866115,0.013604480294025332
X4_122151561,0.013604200666492658
X5_1292218,0.013602504090504267
X8_103011058,0.013600405439644171
X15_76663020,0.013600059025685032
X8_14128690,0.013598351801525506
X7_103246875,0.013598053994034288
X17_48503156,0.013596702724406242
X13_34456191,0.013596225419044516
X6_151212088,0.013592722282445817
X16_72383235,0.013592577087951451
X8_39669734,0.013589574847907744
X7_117359033,0.01358639923139054
X17_31457862,0.013583428427450618
X10_56099889,0.013583056896744385
X9_99334285,0.013579941270821053
X15_55105230,0.013579090164863734
X14_40929012,0.01357583570267217
X6_3962372,0.013574998606624035
X6_153022279,0.013574256757714566
X9_95103217,0.01357414791276964
X6_3368656,0.013573992344755153
X5_1416369,0.013573081877773492
X16_39932740,0.013567304843447458
X2_91831659,0.013564949033513228
X2_40112190,0.013564847559278698
X3_6195944,0.013564328077923191
X8_30678682,0.013557865203727398
X12_8946301,0.013555584163918643
X2_94373097,0.013552768596519158
X15_59013330,0.013551580030159563
X16_55699670,0.013549481235453593
X1_75766098,0.013547954514532395
X16_54808429,0.013547548774986574
X15_3525293,0.013546965270584296
X6_153140366,0.013546557574886304
X8_127829752,0.013545423154867075
X2_87778570,0.013545133868853289
X9_75858422,0.013542509784806884
X10_49694159,0.013538242258736625
X13_198282603,0.013536775606364935
X1_79329088,0.013535785486806584
X5_27965801,0.013535705642989207
X1_187852669,0.01353244938666174
X5_61931507,0.013529402743397374
X7_6021329,0.013528994505875075
X8_34476999,0.01352384751103143
X13_193308872,0.013523600413221327
X15_25447521,0.013523086137807743
X2_40227283,0.0135224340057012
X2_106408226,0.013520947026086631
X14_58761518,0.013520785336891843
X3_9984664,0.013516664557673749
X3_128769761,0.013515236456430348
X12_31202633,0.013514331272262543
X5_86398530,0.013513967900565178
X3_107681371,0.013513782440640764
X2_104494689,0.013510224556019834
X15_118797586,0.013507666370507456
X16_66911346,0.013507017741311692
X7_39066940,0.013505636191873864
X5_3787158,0.013504957737164093
X13_207593231,0.013503360712997873
X3_71626220,0.013500387902837838
X5_69216026,0.013500385107921873
X1_67807361,0.013499635030862078
X9_77116794,0.013498003413352123
X1_185427320,0.013497797522906127
X5_84930475,0.013497735102646308
X14_7656087,0.013497272358265824
X5_50606216,0.013495652119029682
X10_14660902,0.013494182051998212
X13_180988110,0.013493813237854972
X6_153245035,0.013490920701207571
X5_70474166,0.013490507681225294
X3_11181575,0.013490250879670665
X7_5771194,0.013490126534447557
X13_281299,0.013488675507343202
X4_55552183,0.013487751877488536
X10_14577543,0.01348658859505802
X7_30393938,0.01348543640960351
X1_221999900,0.013484813347549184
X16_54643181,0.013483728640368535
X7_46012474,0.013483642408269847
X4_2938202,0.013483558624693883
X1_267472940,0.013483287076950104
X4_26109963,0.013483034932866244
X10_55693186,0.01348274632052946
X15_127433907,0.013482036280198551
X2_82068845,0.013481549769639993
X2_54229541,0.01348148515365344
X8_2428268,0.013480913201281544
X6_6359046,0.013480619933858098
X6_73402930,0.013479317367185276
X13_201245827,0.013475890165531306
X11_28968996,0.013475310368682429
X7_6218831,0.013475157610214152
X6_152343174,0.013473789120190094
X13_189877791,0.0134719146364747
X6_54803786,0.013471288635441784
X1_254176606,0.013470805155255592
X14_132598049,0.013470683198408662
X7_108612801,0.01347060205495721
X3_11001954,0.013470226517843504
X5_87362516,0.013469495195692273
X13_158421618,0.013468676530339535
X7_52354480,0.013468254668315279
X6_2883437,0.013466582683541579
X9_123748776,0.013465823926889565
X10_54761683,0.013465813279910538
X13_35730895,0.013464333883379476
X2_102231770,0.013464192455681905
X7_29289201,0.013463792826984879
X14_9803718,0.013462992460872224
X16_73153511,0.013461718193726125
X6_15034130,0.013460834800799725
X7_5866980,0.013460359441005836
X5_57309157,0.013459246216831833
X9_138348522,0.013459135204336888
X7_5974411,0.013459105205572038
X10_43829913,0.013458665571863029
X9_123021579,0.01345864610617813
X10_23405449,0.013458321649775397
X16_2026220,0.013457617809050052
X9_126758008,0.01345561827623487
X5_68997896,0.013455051610794943
X6_135052282,0.013454192988294563
X3_4034562,0.013453631967956408
X17_31478463,0.01345238433072063
X4_5950475,0.013452218543616234
X13_21075026,0.01345217081796041
X6_117880883,0.013451902984922607
X16_71596129,0.013451477923393284
X3_15805383,0.013450214731657159
X5_88525244,0.013449626442446863
X9_45097279,0.013449527012037525
X8_75366975,0.013449278396368046
X6_152858710,0.013448480161247856
X17_52939838,0.013448368621306035
X1_17241497,0.013445175656838887
X11_66354904,0.013444058555617517
X10_57768070,0.01344355479478837
X8_100148177,0.013443532881086557
X5_38794710,0.01344346054199974
X2_40022315,0.013443372780626493
X2_94253941,0.013442082536762446
X6_144455634,0.013441878515156849
X7_84364951,0.013441024116133259
X10_14737321,0.013439696784525241
X13_207584050,0.013439220871636414
X16_60514222,0.013437296369184188
X15_17005826,0.013435866880489146
X15_25618894,0.01343584084362696
X2_37859539,0.0134357570429282
X6_168540460,0.013434942579377789
X14_30893126,0.013433618137366873
X11_73774395,0.013433005953449234
X12_23515650,0.013432217284296505
X6_71221170,0.013431984443194961
X1_229487778,0.013431636906139814
X7_104525604,0.01343140049349181
X3_87692470,0.013430630823337716
X13_166933737,0.013429656016212571
X6_152241982,0.013428896327777374
X12_8451327,0.013428506633476812
X1_235635067,0.013427639057853026
X15_127356896,0.013427334422270489
X14_7677917,0.01342470131512848
X2_127454041,0.013424573698802452
X2_41456213,0.013422731208042708
X12_44591553,0.01342243600021711
X2_41769195,0.013422380293246513
X16_21525947,0.013420599812016374
X4_11105788,0.013419133593096917
X5_100267125,0.013419064170194402
X14_130063671,0.013418801662199446
X1_189012475,0.01341733554247656
X17_53492314,0.013417305890755245
X6_18035430,0.01341710376071209
X7_27057971,0.013414112444068487
X1_94601600,0.013413723882545161
X2_127096117,0.013413721513423078
X16_72782953,0.013412892295013802
X7_31267285,0.013411838217576364
X13_21124020,0.013411696740533389
X2_95844088,0.013410371440215571
X1_7262020,0.013409587231730014
X8_114606312,0.013409491408557626
X4_47218546,0.013409124816945115
X13_75208914,0.013408787192503631
X14_47541057,0.013408307476513328
X1_4538447,0.013407471058079722
X10_6308305,0.01340493300459605
X16_63050870,0.013404282820441524
X16_21862437,0.013404021178989728
X3_10422524,0.013403501922434054
X7_31235549,0.01340344608231027
X2_91685561,0.013402618441220511
X8_30453881,0.013401901618495152
X1_266968213,0.013400767569939317
X12_7886483,0.013400065891020246
X8_30323536,0.013399491223277497
X1_186247035,0.013399425616119892
X10_18041532,0.013398732710643247
X1_94245906,0.013398333895676086
X5_61334995,0.013397691983381919
X5_41310328,0.013397617216543728
X10_38540650,0.013396864978616911
X6_152511792,0.013396819300037489
X7_102170676,0.013396491559924534
X15_50462999,0.01339638474941257
X10_6147488,0.013396274986736744
X7_29372986,0.013396120974909194
X1_184510294,0.013395513101671707
X7_28439898,0.013394588590860389
X8_2278509,0.013394301602081854
X6_149421939,0.013394155309958937
X1_7492224,0.01339402894399385
X2_103918863,0.013393885227803057
X15_91737824,0.013393416750503337
X4_100688995,0.013392463876948249
X8_33852590,0.01339143874666911
X14_102629356,0.013390815352996214
X16_57510945,0.013390315922607107
X1_17994147,0.013388316493431777
X1_80111099,0.013387336509408414
X1_250216201,0.013386878515048484
X15_127460699,0.013385554562807107
X7_41182729,0.013385506222500983
X2_126692083,0.013385207525816841
X7_30893735,0.013383559089935212
X15_26596770,0.013383508131106718
X14_75225270,0.013382933724504548
X7_85873796,0.013381395431576374
X10_20955879,0.01338018108794187
X5_45398629,0.013380118496020676
X9_76597203,0.01337951131159611
X4_5635397,0.013378339210893214
X11_65509791,0.013377649147221563
X6_167180506,0.01337700267300464
X6_153019532,0.013376763235330618
X6_3441231,0.013376236469781777
X2_101494035,0.013375328541669017
X3_73085886,0.01337436368855566
X7_6105983,0.013374022597905407
X6_156527480,0.013373342230645138
X6_166575671,0.013373115972966873
X12_51610725,0.013372950906283943
X5_104361305,0.013372548945600344
X13_202757293,0.013372534561301764
X12_56197642,0.013371933106870399
X2_106843584,0.013371033268191626
X13_14794963,0.01336878702745296
X7_39232880,0.013368686848517672
X18_350462,0.01336865128015031
X1_59150583,0.013368518980055187
X2_104546243,0.0133684886581609
X12_60317715,0.013368206740364917
X15_127487260,0.013367591143593665
X3_10456806,0.013367105851137288
X2_106390624,0.013366852774836816
X8_30161460,0.01336660589297615
X8_16388951,0.013366514822208554
X17_50477177,0.013365549482034956
X6_156678392,0.013365349489522707
X7_108763117,0.01336501749045923
X15_112423916,0.0133646903242126
X5_45038544,0.013364442960529655
X15_127197873,0.013363153350678388
X2_102418488,0.013362829309557449
X4_100887982,0.013362664643273216
X11_66090264,0.013361510781844492
X10_64664567,0.013361270327893204
X15_25806866,0.0133609772522522
X13_15609444,0.013360563450582123
X2_40848454,0.013360431015058027
X1_94655447,0.013360070952646701
X14_125917150,0.01335993960022929
X11_26529229,0.01335968375397452
X2_72541300,0.013358475060535228
X9_121095455,0.013358440285487628
X8_137413569,0.013357804177024174
X18_8245730,0.013357492268844098
X1_183189789,0.013356693151141677
X12_49893207,0.01335664158766923
X2_82052579,0.013356305371559072
X2_71456331,0.013356060291203628
X8_68791604,0.013355551630655967
X7_20414676,0.013355529121413415
X8_4544192,0.01335481469681771
X16_46620569,0.013354408731207737
X9_60421092,0.013352829952131657
X4_127575214,0.013352796609654603
X15_24830838,0.013351278168685532
X5_34177721,0.013351121365554448
X7_25934910,0.013350980441534202
X14_20389966,0.013350894645886015
X1_190103417,0.013350804722489755
X17_48299037,0.013349734427423222
X6_156278844,0.013349435506481157
X17_54382173,0.013349235630288307
X5_4334479,0.013348388950499657
X2_104421858,0.013346924461812694
X8_31468870,0.013346746170954295
X8_16400498,0.013346650946971165
X2_126112093,0.013346457923108904
X10_23509061,0.01334606871597697
X7_5812005,0.0133458141745582
X14_55839455,0.013344373017946888
X7_5307244,0.013344110014221918
X5_7665916,0.013342858611959423
X7_355616,0.013342584382982
X10_23818051,0.013342548977028265
X9_8230158,0.013342309467033938
X7_117307797,0.013342204200679629
X15_117951521,0.013341384773904669
X11_65576440,0.013341291274446457
X10_47486634,0.013341191751162221
X2_38128487,0.013340995432102357
X16_54539874,0.013340789068720599
X2_37603938,0.013340371939413495
X12_9545607,0.013340259319543852
X7_39518641,0.013339313557545387
X6_133817183,0.013338176381335144
X6_152499472,0.013337582499836477
X3_73413059,0.013336906144908015
X6_153077085,0.013336798515861732
X11_72210655,0.013335393028584419
X7_86449628,0.013334954433766305
X16_39902522,0.013334777263619705
X7_5570808,0.013334748575542945
X3_108250938,0.013334271412907255
X10_30721445,0.013333961217042209
X7_19733202,0.013333778123963984
X1_185436305,0.01333279752525422
X2_10186355,0.013332770851561518
X15_21963087,0.013332754802414892
X4_2158378,0.013332616818059596
X4_127492397,0.013332380046411027
X12_31860945,0.013331835862362057
X14_54206019,0.013331159267172705
X1_187264909,0.01333112247412857
X1_259758919,0.01333110721476152
X13_39570966,0.013330154669284833
X8_8079567,0.013328900567835044
X8_118079971,0.013328563418280029
X8_88242106,0.013328064477841073
X15_121526302,0.013327949494412494
X4_100877074,0.01332791725310414
X13_185871219,0.013327614357001891
X7_25616873,0.013326881818193427
X7_44914107,0.013326443809523743
X17_11237341,0.013325868920954807
X8_33340518,0.013325138230612823
X2_87078016,0.01332418169715192
X1_10548553,0.01332404177333372
X13_27151296,0.01332268573229966
